id,condition_expl,time,issue_name,female,age10y,educ2,party,interest_politics2,interest_voted_2020_2,interest_news2,R_two,R_all,extr,underst,issue_num,time_post
70,0,post,cap,b.Female,2.8,c.Bachelor's degree,b.Republican,-0.608861764501275,a.Yes,-0.706067369117059,TRUE,1,2,6,1,TRUE
70,0,post,tax,b.Female,2.8,c.Bachelor's degree,b.Republican,-0.608861764501275,a.Yes,-0.706067369117059,TRUE,1,2,5,2,TRUE
70,0,pre,cap,b.Female,2.8,c.Bachelor's degree,b.Republican,-0.608861764501275,a.Yes,-0.706067369117059,TRUE,1,1,6,1,FALSE
70,0,pre,health,b.Female,2.8,c.Bachelor's degree,b.Republican,-0.608861764501275,a.Yes,-0.706067369117059,TRUE,1,2,5,1,FALSE
70,0,pre,nuc,b.Female,2.8,c.Bachelor's degree,b.Republican,-0.608861764501275,a.Yes,-0.706067369117059,TRUE,1,1,6,1,FALSE
70,0,pre,ss,b.Female,2.8,c.Bachelor's degree,b.Republican,-0.608861764501275,a.Yes,-0.706067369117059,TRUE,1,2,5,2,FALSE
70,0,pre,tax,b.Female,2.8,c.Bachelor's degree,b.Republican,-0.608861764501275,a.Yes,-0.706067369117059,TRUE,1,2,6,2,FALSE
70,0,pre,teach,b.Female,2.8,c.Bachelor's degree,b.Republican,-0.608861764501275,a.Yes,-0.706067369117059,TRUE,1,2,5,2,FALSE
71,1,post,nuc,b.Female,2.5,c.Bachelor's degree,a.Democrat,-0.608861764501275,a.Yes,1.08598179107852,FALSE,0,2,6,1,TRUE
71,1,post,teach,b.Female,2.5,c.Bachelor's degree,a.Democrat,-0.608861764501275,a.Yes,1.08598179107852,FALSE,0,3,7,2,TRUE
71,1,pre,cap,b.Female,2.5,c.Bachelor's degree,a.Democrat,-0.608861764501275,a.Yes,1.08598179107852,FALSE,0,3,7,1,FALSE
71,1,pre,health,b.Female,2.5,c.Bachelor's degree,a.Democrat,-0.608861764501275,a.Yes,1.08598179107852,FALSE,0,2,6,1,FALSE
71,1,pre,nuc,b.Female,2.5,c.Bachelor's degree,a.Democrat,-0.608861764501275,a.Yes,1.08598179107852,FALSE,0,2,6,1,FALSE
71,1,pre,ss,b.Female,2.5,c.Bachelor's degree,a.Democrat,-0.608861764501275,a.Yes,1.08598179107852,FALSE,0,2,6,2,FALSE
71,1,pre,tax,b.Female,2.5,c.Bachelor's degree,a.Democrat,-0.608861764501275,a.Yes,1.08598179107852,FALSE,0,1,6,2,FALSE
71,1,pre,teach,b.Female,2.5,c.Bachelor's degree,a.Democrat,-0.608861764501275,a.Yes,1.08598179107852,FALSE,0,3,5,2,FALSE
72,0,post,health,b.Female,2.5,c.Bachelor's degree,a.Democrat,0.455581879731722,a.Yes,1.08598179107852,TRUE,1,0,4,1,TRUE
72,0,post,ss,b.Female,2.5,c.Bachelor's degree,a.Democrat,0.455581879731722,a.Yes,1.08598179107852,TRUE,1,0,4,2,TRUE
72,0,pre,cap,b.Female,2.5,c.Bachelor's degree,a.Democrat,0.455581879731722,a.Yes,1.08598179107852,TRUE,1,1,5,1,FALSE
72,0,pre,health,b.Female,2.5,c.Bachelor's degree,a.Democrat,0.455581879731722,a.Yes,1.08598179107852,TRUE,1,1,5,1,FALSE
72,0,pre,nuc,b.Female,2.5,c.Bachelor's degree,a.Democrat,0.455581879731722,a.Yes,1.08598179107852,TRUE,1,1,5,1,FALSE
72,0,pre,ss,b.Female,2.5,c.Bachelor's degree,a.Democrat,0.455581879731722,a.Yes,1.08598179107852,TRUE,1,1,5,2,FALSE
72,0,pre,tax,b.Female,2.5,c.Bachelor's degree,a.Democrat,0.455581879731722,a.Yes,1.08598179107852,TRUE,1,1,5,2,FALSE
72,0,pre,teach,b.Female,2.5,c.Bachelor's degree,a.Democrat,0.455581879731722,a.Yes,1.08598179107852,TRUE,1,1,5,2,FALSE
73,1,post,nuc,a.Male,3.6,c.Master's or doctoral degree,a.Democrat,-0.608861764501275,a.Yes,1.08598179107852,TRUE,0,2,5,1,TRUE
73,1,post,teach,a.Male,3.6,c.Master's or doctoral degree,a.Democrat,-0.608861764501275,a.Yes,1.08598179107852,TRUE,0,2,5,2,TRUE
73,1,pre,cap,a.Male,3.6,c.Master's or doctoral degree,a.Democrat,-0.608861764501275,a.Yes,1.08598179107852,TRUE,0,3,7,1,FALSE
73,1,pre,health,a.Male,3.6,c.Master's or doctoral degree,a.Democrat,-0.608861764501275,a.Yes,1.08598179107852,TRUE,0,2,6,1,FALSE
73,1,pre,nuc,a.Male,3.6,c.Master's or doctoral degree,a.Democrat,-0.608861764501275,a.Yes,1.08598179107852,TRUE,0,3,6,1,FALSE
73,1,pre,ss,a.Male,3.6,c.Master's or doctoral degree,a.Democrat,-0.608861764501275,a.Yes,1.08598179107852,TRUE,0,2,6,2,FALSE
73,1,pre,tax,a.Male,3.6,c.Master's or doctoral degree,a.Democrat,-0.608861764501275,a.Yes,1.08598179107852,TRUE,0,1,5,2,FALSE
73,1,pre,teach,a.Male,3.6,c.Master's or doctoral degree,a.Democrat,-0.608861764501275,a.Yes,1.08598179107852,TRUE,0,2,6,2,FALSE
74,0,post,nuc,a.Male,3.1,c.Master's or doctoral degree,a.Democrat,0.455581879731722,a.Yes,-0.706067369117059,TRUE,1,2,5,1,TRUE
74,0,post,teach,a.Male,3.1,c.Master's or doctoral degree,a.Democrat,0.455581879731722,a.Yes,-0.706067369117059,TRUE,1,2,5,2,TRUE
74,0,pre,cap,a.Male,3.1,c.Master's or doctoral degree,a.Democrat,0.455581879731722,a.Yes,-0.706067369117059,TRUE,1,1,6,1,FALSE
74,0,pre,health,a.Male,3.1,c.Master's or doctoral degree,a.Democrat,0.455581879731722,a.Yes,-0.706067369117059,TRUE,1,2,6,1,FALSE
74,0,pre,nuc,a.Male,3.1,c.Master's or doctoral degree,a.Democrat,0.455581879731722,a.Yes,-0.706067369117059,TRUE,1,1,6,1,FALSE
74,0,pre,ss,a.Male,3.1,c.Master's or doctoral degree,a.Democrat,0.455581879731722,a.Yes,-0.706067369117059,TRUE,1,2,5,2,FALSE
74,0,pre,tax,a.Male,3.1,c.Master's or doctoral degree,a.Democrat,0.455581879731722,a.Yes,-0.706067369117059,TRUE,1,2,5,2,FALSE
74,0,pre,teach,a.Male,3.1,c.Master's or doctoral degree,a.Democrat,0.455581879731722,a.Yes,-0.706067369117059,TRUE,1,2,7,2,FALSE
75,0,post,health,b.Female,3.3,c.Bachelor's degree,a.Democrat,0.455581879731722,a.Yes,1.08598179107852,TRUE,1,2,6,1,TRUE
75,0,post,ss,b.Female,3.3,c.Bachelor's degree,a.Democrat,0.455581879731722,a.Yes,1.08598179107852,TRUE,1,2,6,2,TRUE
75,0,pre,cap,b.Female,3.3,c.Bachelor's degree,a.Democrat,0.455581879731722,a.Yes,1.08598179107852,TRUE,1,0,4,1,FALSE
75,0,pre,health,b.Female,3.3,c.Bachelor's degree,a.Democrat,0.455581879731722,a.Yes,1.08598179107852,TRUE,1,2,4,1,FALSE
75,0,pre,nuc,b.Female,3.3,c.Bachelor's degree,a.Democrat,0.455581879731722,a.Yes,1.08598179107852,TRUE,1,1,4,1,FALSE
75,0,pre,ss,b.Female,3.3,c.Bachelor's degree,a.Democrat,0.455581879731722,a.Yes,1.08598179107852,TRUE,1,3,5,2,FALSE
75,0,pre,tax,b.Female,3.3,c.Bachelor's degree,a.Democrat,0.455581879731722,a.Yes,1.08598179107852,TRUE,1,1,5,2,FALSE
75,0,pre,teach,b.Female,3.3,c.Bachelor's degree,a.Democrat,0.455581879731722,a.Yes,1.08598179107852,TRUE,1,1,5,2,FALSE
76,1,post,cap,b.Female,3,c.Bachelor's degree,b.Republican,0.455581879731722,a.Yes,-0.706067369117059,TRUE,1,2,5,1,TRUE
76,1,post,tax,b.Female,3,c.Bachelor's degree,b.Republican,0.455581879731722,a.Yes,-0.706067369117059,TRUE,1,1,5,2,TRUE
76,1,pre,cap,b.Female,3,c.Bachelor's degree,b.Republican,0.455581879731722,a.Yes,-0.706067369117059,TRUE,1,3,5,1,FALSE
76,1,pre,health,b.Female,3,c.Bachelor's degree,b.Republican,0.455581879731722,a.Yes,-0.706067369117059,TRUE,1,3,5,1,FALSE
76,1,pre,nuc,b.Female,3,c.Bachelor's degree,b.Republican,0.455581879731722,a.Yes,-0.706067369117059,TRUE,1,2,6,1,FALSE
76,1,pre,ss,b.Female,3,c.Bachelor's degree,b.Republican,0.455581879731722,a.Yes,-0.706067369117059,TRUE,1,3,7,2,FALSE
76,1,pre,tax,b.Female,3,c.Bachelor's degree,b.Republican,0.455581879731722,a.Yes,-0.706067369117059,TRUE,1,2,6,2,FALSE
76,1,pre,teach,b.Female,3,c.Bachelor's degree,b.Republican,0.455581879731722,a.Yes,-0.706067369117059,TRUE,1,2,6,2,FALSE
77,1,post,cap,b.Female,3.1,b.Associate's or professional degree,b.Republican,0.455581879731722,a.Yes,1.08598179107852,TRUE,1,1,5,1,TRUE
77,1,post,tax,b.Female,3.1,b.Associate's or professional degree,b.Republican,0.455581879731722,a.Yes,1.08598179107852,TRUE,1,1,5,2,TRUE
77,1,pre,cap,b.Female,3.1,b.Associate's or professional degree,b.Republican,0.455581879731722,a.Yes,1.08598179107852,TRUE,1,2,6,1,FALSE
77,1,pre,health,b.Female,3.1,b.Associate's or professional degree,b.Republican,0.455581879731722,a.Yes,1.08598179107852,TRUE,1,2,6,1,FALSE
77,1,pre,nuc,b.Female,3.1,b.Associate's or professional degree,b.Republican,0.455581879731722,a.Yes,1.08598179107852,TRUE,1,2,6,1,FALSE
77,1,pre,ss,b.Female,3.1,b.Associate's or professional degree,b.Republican,0.455581879731722,a.Yes,1.08598179107852,TRUE,1,1,5,2,FALSE
77,1,pre,tax,b.Female,3.1,b.Associate's or professional degree,b.Republican,0.455581879731722,a.Yes,1.08598179107852,TRUE,1,2,6,2,FALSE
77,1,pre,teach,b.Female,3.1,b.Associate's or professional degree,b.Republican,0.455581879731722,a.Yes,1.08598179107852,TRUE,1,1,6,2,FALSE
78,1,post,nuc,a.Male,3.3,c.Bachelor's degree,a.Democrat,0.455581879731722,a.Yes,1.08598179107852,TRUE,0,2,6,1,TRUE
78,1,post,teach,a.Male,3.3,c.Bachelor's degree,a.Democrat,0.455581879731722,a.Yes,1.08598179107852,TRUE,0,2,5,2,TRUE
78,1,pre,cap,a.Male,3.3,c.Bachelor's degree,a.Democrat,0.455581879731722,a.Yes,1.08598179107852,TRUE,0,0,4,1,FALSE
78,1,pre,health,a.Male,3.3,c.Bachelor's degree,a.Democrat,0.455581879731722,a.Yes,1.08598179107852,TRUE,0,2,5,1,FALSE
78,1,pre,nuc,a.Male,3.3,c.Bachelor's degree,a.Democrat,0.455581879731722,a.Yes,1.08598179107852,TRUE,0,1,6,1,FALSE
78,1,pre,ss,a.Male,3.3,c.Bachelor's degree,a.Democrat,0.455581879731722,a.Yes,1.08598179107852,TRUE,0,1,4,2,FALSE
78,1,pre,tax,a.Male,3.3,c.Bachelor's degree,a.Democrat,0.455581879731722,a.Yes,1.08598179107852,TRUE,0,1,6,2,FALSE
78,1,pre,teach,a.Male,3.3,c.Bachelor's degree,a.Democrat,0.455581879731722,a.Yes,1.08598179107852,TRUE,0,0,5,2,FALSE
79,0,post,nuc,a.Male,3,c.Bachelor's degree,b.Republican,-0.608861764501275,a.Yes,-0.706067369117059,FALSE,0,0,5,1,TRUE
79,0,post,teach,a.Male,3,c.Bachelor's degree,b.Republican,-0.608861764501275,a.Yes,-0.706067369117059,FALSE,0,0,5,2,TRUE
79,0,pre,cap,a.Male,3,c.Bachelor's degree,b.Republican,-0.608861764501275,a.Yes,-0.706067369117059,FALSE,0,2,5,1,FALSE
79,0,pre,health,a.Male,3,c.Bachelor's degree,b.Republican,-0.608861764501275,a.Yes,-0.706067369117059,FALSE,0,0,4,1,FALSE
79,0,pre,nuc,a.Male,3,c.Bachelor's degree,b.Republican,-0.608861764501275,a.Yes,-0.706067369117059,FALSE,0,1,5,1,FALSE
79,0,pre,ss,a.Male,3,c.Bachelor's degree,b.Republican,-0.608861764501275,a.Yes,-0.706067369117059,FALSE,0,3,5,2,FALSE
79,0,pre,tax,a.Male,3,c.Bachelor's degree,b.Republican,-0.608861764501275,a.Yes,-0.706067369117059,FALSE,0,0,4,2,FALSE
79,0,pre,teach,a.Male,3,c.Bachelor's degree,b.Republican,-0.608861764501275,a.Yes,-0.706067369117059,FALSE,0,2,4,2,FALSE
80,1,post,health,a.Male,3.6,a.High school or less,b.Republican,-0.608861764501275,a.Yes,1.08598179107852,TRUE,0,0,5,1,TRUE
80,1,post,ss,a.Male,3.6,a.High school or less,b.Republican,-0.608861764501275,a.Yes,1.08598179107852,TRUE,0,0,5,2,TRUE
80,1,pre,cap,a.Male,3.6,a.High school or less,b.Republican,-0.608861764501275,a.Yes,1.08598179107852,TRUE,0,1,5,1,FALSE
80,1,pre,health,a.Male,3.6,a.High school or less,b.Republican,-0.608861764501275,a.Yes,1.08598179107852,TRUE,0,0,5,1,FALSE
80,1,pre,nuc,a.Male,3.6,a.High school or less,b.Republican,-0.608861764501275,a.Yes,1.08598179107852,TRUE,0,1,3,1,FALSE
80,1,pre,ss,a.Male,3.6,a.High school or less,b.Republican,-0.608861764501275,a.Yes,1.08598179107852,TRUE,0,0,4,2,FALSE
80,1,pre,tax,a.Male,3.6,a.High school or less,b.Republican,-0.608861764501275,a.Yes,1.08598179107852,TRUE,0,0,6,2,FALSE
80,1,pre,teach,a.Male,3.6,a.High school or less,b.Republican,-0.608861764501275,a.Yes,1.08598179107852,TRUE,0,0,5,2,FALSE
81,0,post,cap,a.Male,3.4,c.Bachelor's degree,a.Democrat,-1.67330540873427,b.No or don't remember,-0.706067369117059,TRUE,0,2,5,1,TRUE
81,0,post,tax,a.Male,3.4,c.Bachelor's degree,a.Democrat,-1.67330540873427,b.No or don't remember,-0.706067369117059,TRUE,0,2,5,2,TRUE
81,0,pre,cap,a.Male,3.4,c.Bachelor's degree,a.Democrat,-1.67330540873427,b.No or don't remember,-0.706067369117059,TRUE,0,1,7,1,FALSE
81,0,pre,health,a.Male,3.4,c.Bachelor's degree,a.Democrat,-1.67330540873427,b.No or don't remember,-0.706067369117059,TRUE,0,0,6,1,FALSE
81,0,pre,nuc,a.Male,3.4,c.Bachelor's degree,a.Democrat,-1.67330540873427,b.No or don't remember,-0.706067369117059,TRUE,0,1,4,1,FALSE
81,0,pre,ss,a.Male,3.4,c.Bachelor's degree,a.Democrat,-1.67330540873427,b.No or don't remember,-0.706067369117059,TRUE,0,1,5,2,FALSE
81,0,pre,tax,a.Male,3.4,c.Bachelor's degree,a.Democrat,-1.67330540873427,b.No or don't remember,-0.706067369117059,TRUE,0,2,3,2,FALSE
81,0,pre,teach,a.Male,3.4,c.Bachelor's degree,a.Democrat,-1.67330540873427,b.No or don't remember,-0.706067369117059,TRUE,0,1,2,2,FALSE
82,1,post,nuc,b.Female,2.5,c.Bachelor's degree,a.Democrat,-0.608861764501275,a.Yes,-0.706067369117059,TRUE,0,2,7,1,TRUE
82,1,post,teach,b.Female,2.5,c.Bachelor's degree,a.Democrat,-0.608861764501275,a.Yes,-0.706067369117059,TRUE,0,2,7,2,TRUE
82,1,pre,cap,b.Female,2.5,c.Bachelor's degree,a.Democrat,-0.608861764501275,a.Yes,-0.706067369117059,TRUE,0,0,6,1,FALSE
82,1,pre,health,b.Female,2.5,c.Bachelor's degree,a.Democrat,-0.608861764501275,a.Yes,-0.706067369117059,TRUE,0,3,6,1,FALSE
82,1,pre,nuc,b.Female,2.5,c.Bachelor's degree,a.Democrat,-0.608861764501275,a.Yes,-0.706067369117059,TRUE,0,2,7,1,FALSE
82,1,pre,ss,b.Female,2.5,c.Bachelor's degree,a.Democrat,-0.608861764501275,a.Yes,-0.706067369117059,TRUE,0,1,6,2,FALSE
82,1,pre,tax,b.Female,2.5,c.Bachelor's degree,a.Democrat,-0.608861764501275,a.Yes,-0.706067369117059,TRUE,0,2,7,2,FALSE
82,1,pre,teach,b.Female,2.5,c.Bachelor's degree,a.Democrat,-0.608861764501275,a.Yes,-0.706067369117059,TRUE,0,1,5,2,FALSE
83,1,post,health,a.Male,3,c.Bachelor's degree,b.Republican,0.455581879731722,a.Yes,-0.706067369117059,TRUE,0,3,6,1,TRUE
83,1,post,ss,a.Male,3,c.Bachelor's degree,b.Republican,0.455581879731722,a.Yes,-0.706067369117059,TRUE,0,2,6,2,TRUE
83,1,pre,cap,a.Male,3,c.Bachelor's degree,b.Republican,0.455581879731722,a.Yes,-0.706067369117059,TRUE,0,2,6,1,FALSE
83,1,pre,health,a.Male,3,c.Bachelor's degree,b.Republican,0.455581879731722,a.Yes,-0.706067369117059,TRUE,0,3,5,1,FALSE
83,1,pre,nuc,a.Male,3,c.Bachelor's degree,b.Republican,0.455581879731722,a.Yes,-0.706067369117059,TRUE,0,3,7,1,FALSE
83,1,pre,ss,a.Male,3,c.Bachelor's degree,b.Republican,0.455581879731722,a.Yes,-0.706067369117059,TRUE,0,3,6,2,FALSE
83,1,pre,tax,a.Male,3,c.Bachelor's degree,b.Republican,0.455581879731722,a.Yes,-0.706067369117059,TRUE,0,2,6,2,FALSE
83,1,pre,teach,a.Male,3,c.Bachelor's degree,b.Republican,0.455581879731722,a.Yes,-0.706067369117059,TRUE,0,3,6,2,FALSE
84,0,post,health,b.Female,3.5,c.Master's or doctoral degree,b.Republican,0.455581879731722,a.Yes,-0.706067369117059,FALSE,0,2,6,1,TRUE
84,0,post,ss,b.Female,3.5,c.Master's or doctoral degree,b.Republican,0.455581879731722,a.Yes,-0.706067369117059,FALSE,0,2,6,2,TRUE
84,0,pre,cap,b.Female,3.5,c.Master's or doctoral degree,b.Republican,0.455581879731722,a.Yes,-0.706067369117059,FALSE,0,1,5,1,FALSE
84,0,pre,health,b.Female,3.5,c.Master's or doctoral degree,b.Republican,0.455581879731722,a.Yes,-0.706067369117059,FALSE,0,1,7,1,FALSE
84,0,pre,nuc,b.Female,3.5,c.Master's or doctoral degree,b.Republican,0.455581879731722,a.Yes,-0.706067369117059,FALSE,0,1,6,1,FALSE
84,0,pre,ss,b.Female,3.5,c.Master's or doctoral degree,b.Republican,0.455581879731722,a.Yes,-0.706067369117059,FALSE,0,0,7,2,FALSE
84,0,pre,tax,b.Female,3.5,c.Master's or doctoral degree,b.Republican,0.455581879731722,a.Yes,-0.706067369117059,FALSE,0,0,7,2,FALSE
84,0,pre,teach,b.Female,3.5,c.Master's or doctoral degree,b.Republican,0.455581879731722,a.Yes,-0.706067369117059,FALSE,0,2,6,2,FALSE
85,1,post,cap,a.Male,3.4,c.Bachelor's degree,a.Democrat,-0.608861764501275,a.Yes,-0.706067369117059,TRUE,0,2,5,1,TRUE
85,1,post,tax,a.Male,3.4,c.Bachelor's degree,a.Democrat,-0.608861764501275,a.Yes,-0.706067369117059,TRUE,0,1,5,2,TRUE
85,1,pre,cap,a.Male,3.4,c.Bachelor's degree,a.Democrat,-0.608861764501275,a.Yes,-0.706067369117059,TRUE,0,2,5,1,FALSE
85,1,pre,health,a.Male,3.4,c.Bachelor's degree,a.Democrat,-0.608861764501275,a.Yes,-0.706067369117059,TRUE,0,1,5,1,FALSE
85,1,pre,nuc,a.Male,3.4,c.Bachelor's degree,a.Democrat,-0.608861764501275,a.Yes,-0.706067369117059,TRUE,0,2,4,1,FALSE
85,1,pre,ss,a.Male,3.4,c.Bachelor's degree,a.Democrat,-0.608861764501275,a.Yes,-0.706067369117059,TRUE,0,2,4,2,FALSE
85,1,pre,tax,a.Male,3.4,c.Bachelor's degree,a.Democrat,-0.608861764501275,a.Yes,-0.706067369117059,TRUE,0,3,6,2,FALSE
85,1,pre,teach,a.Male,3.4,c.Bachelor's degree,a.Democrat,-0.608861764501275,a.Yes,-0.706067369117059,TRUE,0,1,4,2,FALSE
86,0,post,cap,a.Male,2.8,c.Bachelor's degree,b.Republican,0.455581879731722,a.Yes,-0.706067369117059,TRUE,1,1,6,1,TRUE
86,0,post,tax,a.Male,2.8,c.Bachelor's degree,b.Republican,0.455581879731722,a.Yes,-0.706067369117059,TRUE,1,1,6,2,TRUE
86,0,pre,cap,a.Male,2.8,c.Bachelor's degree,b.Republican,0.455581879731722,a.Yes,-0.706067369117059,TRUE,1,2,5,1,FALSE
86,0,pre,health,a.Male,2.8,c.Bachelor's degree,b.Republican,0.455581879731722,a.Yes,-0.706067369117059,TRUE,1,2,3,1,FALSE
86,0,pre,nuc,a.Male,2.8,c.Bachelor's degree,b.Republican,0.455581879731722,a.Yes,-0.706067369117059,TRUE,1,1,6,1,FALSE
86,0,pre,ss,a.Male,2.8,c.Bachelor's degree,b.Republican,0.455581879731722,a.Yes,-0.706067369117059,TRUE,1,1,4,2,FALSE
86,0,pre,tax,a.Male,2.8,c.Bachelor's degree,b.Republican,0.455581879731722,a.Yes,-0.706067369117059,TRUE,1,3,7,2,FALSE
86,0,pre,teach,a.Male,2.8,c.Bachelor's degree,b.Republican,0.455581879731722,a.Yes,-0.706067369117059,TRUE,1,0,4,2,FALSE
87,0,post,health,a.Male,3.3,c.Bachelor's degree,a.Democrat,0.455581879731722,b.No or don't remember,-0.706067369117059,TRUE,0,2,6,1,TRUE
87,0,post,ss,a.Male,3.3,c.Bachelor's degree,a.Democrat,0.455581879731722,b.No or don't remember,-0.706067369117059,TRUE,0,1,5,2,TRUE
87,0,pre,cap,a.Male,3.3,c.Bachelor's degree,a.Democrat,0.455581879731722,b.No or don't remember,-0.706067369117059,TRUE,0,2,6,1,FALSE
87,0,pre,health,a.Male,3.3,c.Bachelor's degree,a.Democrat,0.455581879731722,b.No or don't remember,-0.706067369117059,TRUE,0,3,7,1,FALSE
87,0,pre,nuc,a.Male,3.3,c.Bachelor's degree,a.Democrat,0.455581879731722,b.No or don't remember,-0.706067369117059,TRUE,0,0,4,1,FALSE
87,0,pre,ss,a.Male,3.3,c.Bachelor's degree,a.Democrat,0.455581879731722,b.No or don't remember,-0.706067369117059,TRUE,0,1,5,2,FALSE
87,0,pre,tax,a.Male,3.3,c.Bachelor's degree,a.Democrat,0.455581879731722,b.No or don't remember,-0.706067369117059,TRUE,0,1,3,2,FALSE
87,0,pre,teach,a.Male,3.3,c.Bachelor's degree,a.Democrat,0.455581879731722,b.No or don't remember,-0.706067369117059,TRUE,0,2,5,2,FALSE
88,0,post,cap,a.Male,3.4,c.Bachelor's degree,b.Republican,-0.608861764501275,b.No or don't remember,-2.49811652931264,TRUE,0,1,6,1,TRUE
88,0,post,tax,a.Male,3.4,c.Bachelor's degree,b.Republican,-0.608861764501275,b.No or don't remember,-2.49811652931264,TRUE,0,3,5,2,TRUE
88,0,pre,cap,a.Male,3.4,c.Bachelor's degree,b.Republican,-0.608861764501275,b.No or don't remember,-2.49811652931264,TRUE,0,2,5,1,FALSE
88,0,pre,health,a.Male,3.4,c.Bachelor's degree,b.Republican,-0.608861764501275,b.No or don't remember,-2.49811652931264,TRUE,0,0,6,1,FALSE
88,0,pre,nuc,a.Male,3.4,c.Bachelor's degree,b.Republican,-0.608861764501275,b.No or don't remember,-2.49811652931264,TRUE,0,3,4,1,FALSE
88,0,pre,ss,a.Male,3.4,c.Bachelor's degree,b.Republican,-0.608861764501275,b.No or don't remember,-2.49811652931264,TRUE,0,2,6,2,FALSE
88,0,pre,tax,a.Male,3.4,c.Bachelor's degree,b.Republican,-0.608861764501275,b.No or don't remember,-2.49811652931264,TRUE,0,2,4,2,FALSE
88,0,pre,teach,a.Male,3.4,c.Bachelor's degree,b.Republican,-0.608861764501275,b.No or don't remember,-2.49811652931264,TRUE,0,1,6,2,FALSE
89,0,post,nuc,b.Female,3.4,c.Bachelor's degree,b.Republican,0.455581879731722,a.Yes,-0.706067369117059,TRUE,0,2,7,1,TRUE
89,0,post,teach,b.Female,3.4,c.Bachelor's degree,b.Republican,0.455581879731722,a.Yes,-0.706067369117059,TRUE,0,3,6,2,TRUE
89,0,pre,cap,b.Female,3.4,c.Bachelor's degree,b.Republican,0.455581879731722,a.Yes,-0.706067369117059,TRUE,0,1,6,1,FALSE
89,0,pre,health,b.Female,3.4,c.Bachelor's degree,b.Republican,0.455581879731722,a.Yes,-0.706067369117059,TRUE,0,1,5,1,FALSE
89,0,pre,nuc,b.Female,3.4,c.Bachelor's degree,b.Republican,0.455581879731722,a.Yes,-0.706067369117059,TRUE,0,0,4,1,FALSE
89,0,pre,ss,b.Female,3.4,c.Bachelor's degree,b.Republican,0.455581879731722,a.Yes,-0.706067369117059,TRUE,0,1,6,2,FALSE
89,0,pre,tax,b.Female,3.4,c.Bachelor's degree,b.Republican,0.455581879731722,a.Yes,-0.706067369117059,TRUE,0,2,5,2,FALSE
89,0,pre,teach,b.Female,3.4,c.Bachelor's degree,b.Republican,0.455581879731722,a.Yes,-0.706067369117059,TRUE,0,2,5,2,FALSE
90,1,post,cap,a.Male,3.2,c.Bachelor's degree,a.Democrat,-0.608861764501275,a.Yes,1.08598179107852,FALSE,0,1,6,1,TRUE
90,1,post,tax,a.Male,3.2,c.Bachelor's degree,a.Democrat,-0.608861764501275,a.Yes,1.08598179107852,FALSE,0,3,5,2,TRUE
90,1,pre,cap,a.Male,3.2,c.Bachelor's degree,a.Democrat,-0.608861764501275,a.Yes,1.08598179107852,FALSE,0,3,6,1,FALSE
90,1,pre,health,a.Male,3.2,c.Bachelor's degree,a.Democrat,-0.608861764501275,a.Yes,1.08598179107852,FALSE,0,1,5,1,FALSE
90,1,pre,nuc,a.Male,3.2,c.Bachelor's degree,a.Democrat,-0.608861764501275,a.Yes,1.08598179107852,FALSE,0,2,7,1,FALSE
90,1,pre,ss,a.Male,3.2,c.Bachelor's degree,a.Democrat,-0.608861764501275,a.Yes,1.08598179107852,FALSE,0,0,7,2,FALSE
90,1,pre,tax,a.Male,3.2,c.Bachelor's degree,a.Democrat,-0.608861764501275,a.Yes,1.08598179107852,FALSE,0,1,6,2,FALSE
90,1,pre,teach,a.Male,3.2,c.Bachelor's degree,a.Democrat,-0.608861764501275,a.Yes,1.08598179107852,FALSE,0,1,5,2,FALSE
91,0,post,nuc,a.Male,2.2,c.Bachelor's degree,a.Democrat,0.455581879731722,a.Yes,1.08598179107852,TRUE,1,1,5,1,TRUE
91,0,post,teach,a.Male,2.2,c.Bachelor's degree,a.Democrat,0.455581879731722,a.Yes,1.08598179107852,TRUE,1,2,4,2,TRUE
91,0,pre,cap,a.Male,2.2,c.Bachelor's degree,a.Democrat,0.455581879731722,a.Yes,1.08598179107852,TRUE,1,1,5,1,FALSE
91,0,pre,health,a.Male,2.2,c.Bachelor's degree,a.Democrat,0.455581879731722,a.Yes,1.08598179107852,TRUE,1,1,6,1,FALSE
91,0,pre,nuc,a.Male,2.2,c.Bachelor's degree,a.Democrat,0.455581879731722,a.Yes,1.08598179107852,TRUE,1,3,5,1,FALSE
91,0,pre,ss,a.Male,2.2,c.Bachelor's degree,a.Democrat,0.455581879731722,a.Yes,1.08598179107852,TRUE,1,0,3,2,FALSE
91,0,pre,tax,a.Male,2.2,c.Bachelor's degree,a.Democrat,0.455581879731722,a.Yes,1.08598179107852,TRUE,1,1,5,2,FALSE
91,0,pre,teach,a.Male,2.2,c.Bachelor's degree,a.Democrat,0.455581879731722,a.Yes,1.08598179107852,TRUE,1,2,2,2,FALSE
92,1,post,nuc,a.Male,2.8,c.Bachelor's degree,b.Republican,-0.608861764501275,a.Yes,-0.706067369117059,TRUE,1,1,5,1,TRUE
92,1,post,teach,a.Male,2.8,c.Bachelor's degree,b.Republican,-0.608861764501275,a.Yes,-0.706067369117059,TRUE,1,2,6,2,TRUE
92,1,pre,cap,a.Male,2.8,c.Bachelor's degree,b.Republican,-0.608861764501275,a.Yes,-0.706067369117059,TRUE,1,2,5,1,FALSE
